dreh,relpath,size_gb,dur_min,breite,hoehe,audio_kanaele
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0830.MP4,21.24,19.6,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0837.MP4,14.29,13.2,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/02 Cam - A7c - Bennet/Video/C3668.MP4,12.31,16.8,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0924.MP4,11.85,10.9,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/02 Cam - A7c - Bennet/Video/C3672.MP4,11.15,15.1,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0858.MP4,10.77,9.9,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/02 Cam - A7c - Bennet/Video/C3671.MP4,9.74,13.2,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/02 Cam - A7c - Bennet/Video/C3675.MP4,9.34,12.6,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0860.MP4,8.89,8.2,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0925.MP4,7.75,7.2,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0859.MP4,5.4,5.0,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0861.MP4,5.4,5.0,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0908.MP4,3.15,2.9,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0835.MP4,2.79,2.6,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0897.MP4,2.38,2.2,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0863.MP4,1.95,1.2,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0885.MP4,1.68,1.1,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/02 Cam - A7c - Bennet/Video/C3669.MP4,1.66,2.2,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0864.MP4,1.54,1.0,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0790.MP4,1.41,0.9,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0895.MP4,1.34,1.2,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0772.MP4,1.21,1.1,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/02 Cam - A7c - Bennet/Video/C3667.MP4,1.13,1.5,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0878.MP4,1.11,0.7,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0873.MP4,1.07,0.7,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0785.MP4,1.04,0.7,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0770.MP4,1.04,0.9,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0902.MP4,1.01,0.9,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/03 Cam - ZVE10 - BTS/PRIVATE/M4ROOT/CLIP/Zweitkamera20230421_0760.MP4,0.99,1.3,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0825.MP4,0.94,0.9,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0821.MP4,0.94,0.8,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0791.MP4,0.91,0.6,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/03 Cam - ZVE10 - BTS/PRIVATE/M4ROOT/CLIP/Zweitkamera20230421_0718.MP4,0.88,1.2,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0866.MP4,0.87,0.6,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0789.MP4,0.87,0.6,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/03 Cam - ZVE10 - BTS/PRIVATE/M4ROOT/CLIP/Zweitkamera20230421_0717.MP4,0.83,1.1,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0814.MP4,0.81,0.7,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0832.MP4,0.77,0.7,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0822.MP4,0.77,0.7,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0836.MP4,0.77,0.7,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0852.MP4,0.77,0.7,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0890.MP4,0.74,0.5,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/03 Cam - ZVE10 - BTS/PRIVATE/M4ROOT/CLIP/Zweitkamera20230421_0755.MP4,0.74,1.0,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/03 Cam - ZVE10 - BTS/PRIVATE/M4ROOT/CLIP/Zweitkamera20230421_0726.MP4,0.74,1.0,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0872.MP4,0.7,0.6,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0786.MP4,0.7,0.5,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0875.MP4,0.67,0.4,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0888.MP4,0.67,0.4,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0876.MP4,0.67,0.4,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0766.MP4,0.67,0.4,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/03 Cam - ZVE10 - BTS/PRIVATE/M4ROOT/CLIP/Zweitkamera20230421_0759.MP4,0.66,0.9,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0884.MP4,0.64,0.4,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/05 Drohne - DJI Mavic 3/DJI_0054.MOV,0.62,0.6,3840,2160,0
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0815.MP4,0.6,0.5,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0787.MP4,0.57,0.4,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0816.MP4,0.57,0.5,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0827.MP4,0.57,0.5,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0773.MP4,0.57,0.5,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0922.MP4,0.57,0.5,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0919.MP4,0.54,0.5,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0886.MP4,0.54,0.3,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0871.MP4,0.5,0.5,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0851.MP4,0.5,0.5,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0921.MP4,0.5,0.5,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0920.MP4,0.5,0.4,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0923.MP4,0.5,0.4,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0899.MP4,0.47,0.4,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0898.MP4,0.47,0.4,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0778.MP4,0.47,0.4,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0820.MP4,0.47,0.4,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0927.MP4,0.47,0.4,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0850.MP4,0.47,0.4,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0880.MP4,0.47,0.3,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/05 Drohne - DJI Mavic 3/DJI_0055.MOV,0.46,0.5,3840,2160,0
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0870.MP4,0.44,0.3,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0862.MP4,0.44,0.3,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0781.MP4,0.44,0.4,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0768.MP4,0.44,0.3,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0817.MP4,0.44,0.4,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0767.MP4,0.44,0.3,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0893.MP4,0.44,0.3,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/03 Cam - ZVE10 - BTS/PRIVATE/M4ROOT/CLIP/Zweitkamera20230421_0741.MP4,0.44,0.6,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/05 Drohne - DJI Mavic 3/DJI_0056.MOV,0.43,0.4,3840,2160,0
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/03 Cam - ZVE10 - BTS/PRIVATE/M4ROOT/CLIP/Zweitkamera20230421_0742.MP4,0.41,0.5,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0913.MP4,0.4,0.4,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0794.MP4,0.4,0.4,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0780.MP4,0.4,0.4,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0788.MP4,0.4,0.2,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0776.MP4,0.4,0.4,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/05 Drohne - DJI Mavic 3/DJI_0066.MOV,0.38,0.4,3840,2160,0
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0867.MP4,0.37,0.2,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0775.MP4,0.37,0.3,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/02 Cam - A7c - Bennet/Video/C3674.MP4,0.37,0.5,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/03 Cam - ZVE10 - BTS/PRIVATE/M4ROOT/CLIP/Zweitkamera20230421_0764.MP4,0.36,0.5,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/03 Cam - ZVE10 - BTS/PRIVATE/M4ROOT/CLIP/Zweitkamera20230421_0758.MP4,0.36,0.5,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/03 Cam - ZVE10 - BTS/PRIVATE/M4ROOT/CLIP/Zweitkamera20230421_0769.MP4,0.35,0.5,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0848.MP4,0.34,0.3,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0813.MP4,0.34,0.3,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0792.MP4,0.34,0.3,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0831.MP4,0.34,0.3,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0846.MP4,0.34,0.3,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0892.MP4,0.34,0.2,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0868.MP4,0.34,0.2,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/05 Drohne - DJI Mavic 3/DJI_0061.MOV,0.32,0.3,3840,2160,0
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/05 Drohne - DJI Mavic 3/DJI_0063.MOV,0.32,0.3,3840,2160,0
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/05 Drohne - DJI Mavic 3/DJI_0068.MOV,0.32,0.3,3840,2160,0
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/03 Cam - ZVE10 - BTS/PRIVATE/M4ROOT/CLIP/Zweitkamera20230421_0756.MP4,0.32,0.4,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/03 Cam - ZVE10 - BTS/PRIVATE/M4ROOT/CLIP/Zweitkamera20230421_0737.MP4,0.32,0.4,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0865.MP4,0.3,0.2,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0849.MP4,0.3,0.3,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0838.MP4,0.3,0.3,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0810.MP4,0.3,0.3,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0769.MP4,0.3,0.3,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0824.MP4,0.3,0.3,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0879.MP4,0.3,0.2,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0854.MP4,0.3,0.3,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0856.MP4,0.3,0.3,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0881.MP4,0.3,0.2,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/03 Cam - ZVE10 - BTS/PRIVATE/M4ROOT/CLIP/Zweitkamera20230421_0757.MP4,0.3,0.4,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/03 Cam - ZVE10 - BTS/PRIVATE/M4ROOT/CLIP/Zweitkamera20230421_0745.MP4,0.29,0.4,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/05 Drohne - DJI Mavic 3/DJI_0057.MOV,0.28,0.3,3840,2160,0
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0877.MP4,0.27,0.2,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0797.MP4,0.27,0.2,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0763.MP4,0.27,0.2,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0777.MP4,0.27,0.2,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0833.MP4,0.27,0.2,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0765.MP4,0.27,0.2,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0926.MP4,0.27,0.2,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0891.MP4,0.27,0.2,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/01 Cam - A7iv - Jan/Hauptkamera20230421_0882.MP4,0.27,0.2,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/03 Cam - ZVE10 - BTS/PRIVATE/M4ROOT/CLIP/Zweitkamera20230421_0744.MP4,0.27,0.4,3840,2160,2
01_Projekt-TikTok-Ads_April_2023,01_Projekt-TikTok-Ads_April_2023/03_Medien/01_Footage/03 Cam - ZVE10 - BTS/PRIVATE/M4ROOT/CLIP/Zweitkamera20230421_0715.MP4,0.26,0.3,3840,2160,2
